subsidiary_name,strategic_city_name,plan_id,region_id,region_seq,region_name,new_region_name,area_type,required_center_type
LGEAI,"Philadelphia, PA",legacy_cc33abc88fac_v1,philadelphia_pa_r01,1,Region 1,Region 1,,
LGEAI,"Philadelphia, PA",legacy_cc33abc88fac_v1,philadelphia_pa_r02,2,Region 2,Region 2,,
LGEAI,"Philadelphia, PA",legacy_cc33abc88fac_v1,philadelphia_pa_r03,3,Region 3,Region 3,,
