date_count,feasible_before_count,feasible_after_border_expansion_count,improved_dates,avg_surplus_r3,avg_coverable_border_units_r1,avg_coverable_border_units_r2,avg_remaining_deficit_after_border_expansion
60,13,19,6,2.9,0.7,0.4,4.183333333333334
