date_count,feasible_before_count,feasible_after_count,improved_dates,partial_relief_dates,avg_total_deficit_r1_r2,avg_surplus_r3,avg_remaining_deficit_after_expansion
60,13,28,15,15,4.783333333333333,2.9,3.283333333333333
