r1_deficit_days,r1_fully_covered_days,r1_partially_covered_days,r2_deficit_days,r2_fully_covered_days,r2_partially_covered_days,avg_support_r3_to_r1,avg_support_r3_to_r2
28,6,7,29,7,8,0.6166666666666667,0.8833333333333333
