STRATEGIC_CITY_NAME,candidate_region_count,POSTAL_CODE,region_id,region_seq,AREA_NAME,new_region_name,area_type,service_count,relevant_calls,dms_calls,dms2_calls,asc_calls,dms_share_zip,dms_fit_score,density_raw,dms_avg_distance_km,distance_to_density_center_km,nearest_dms_home_distance_km,nearest_dms_home_code,is_dms_home_anchor,density_center_latitude,density_center_longitude,density_center_postal_code,latitude,longitude
"San Diego, CA",3,92081,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,8,8,8,0,0,1.0,0.8864119929353588,5.6903356660692195,40.3773745958862,48.60794556206135,11.642827449877247,AI101066,False,32.75558323227425,-117.065463157355,92115,33.1677888672835,-117.23891304602962
"San Diego, CA",3,92083,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,6,6,5,1,0,0.8333333333333334,0.7215252890173379,2.2507910939224445,43.211154049368325,52.53487821956473,8.786799337658495,AI100698,False,32.75558323227425,-117.065463157355,92115,33.20156544760417,-117.25134884008067
"San Diego, CA",3,92091,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,3,3,3,0,0,1.0,0.8146641142136916,0.8444691961704072,30.921705707673468,31.742965227869025,7.374776461425883,AI101066,False,32.75558323227425,-117.065463157355,92115,33.025320192865,-117.17676917916566
"San Diego, CA",3,92106,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,7,7,7,0,0,1.0,0.8851519299935284,5.676473957267959,29.629320575345965,16.188461174933046,9.346115348909187,AI102943,False,32.75558323227425,-117.065463157355,92115,32.727113275961,-117.23520729255715
"San Diego, CA",3,92110,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,5,5,5,0,0,1.0,0.8399931428687903,2.427429411422033,27.555036429664472,13.28329060614646,7.544249845360794,AI102943,False,32.75558323227425,-117.065463157355,92115,32.756069535283004,-117.20750909035021
"San Diego, CA",3,92113,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,5,5,4,1,0,0.8,0.7083162721804988,3.087731165312953,26.477853249965655,7.744171873564859,1.1203774577593126,AI102913,False,32.75558323227425,-117.065463157355,92115,32.698817867186804,-117.11342703921162
"San Diego, CA",3,92114,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,9,9,5,4,0,0.5555555555555556,0.5852289911922132,6.121694324628222,26.722785667473982,6.651827472098415,5.920969881782818,AI102913,False,32.75558323227425,-117.065463157355,92115,32.69996154452467,-117.03928972493979
"San Diego, CA",3,92116,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,2,2,2,0,0,1.0,0.8299318367104016,2.221320417628417,24.885972836604573,4.218000501000357,8.256714685431836,AI102913,False,32.75558323227425,-117.065463157355,92115,32.7692190030965,-117.1075571907795
"San Diego, CA",3,92118,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,4,4,2,2,0,0.5,0.471217456860379,1.1411190617950708,29.166660932487446,13.075894496386127,6.585841552142423,AI102913,False,32.75558323227425,-117.065463157355,92115,32.67680611769524,-117.16923262873499
"San Diego, CA",3,92121,san_diego_ca_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,3,3,2,1,0,0.6666666666666666,0.5854043527656578,1.128714657024274,27.0403036651706,18.98454144638246,11.363888362810963,AI102943,False,32.75558323227425,-117.065463157355,92115,32.89212300969,-117.18743753786633
