STRATEGIC_CITY_NAME,candidate_region_count,POSTAL_CODE,region_id,region_seq,AREA_NAME,new_region_name,area_type,service_count,relevant_calls,dms_calls,dms2_calls,asc_calls,dms_share_zip,dms_fit_score,density_raw,dms_avg_distance_km,distance_to_density_center_km,nearest_dms_home_distance_km,nearest_dms_home_code,is_dms_home_anchor,density_center_latitude,density_center_longitude,density_center_postal_code,latitude,longitude
"Philadelphia, PA",3,08030,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,3,3,0,3,0,0.0,0.14402039623160917,4.348700440094096,23.583717862938517,11.479195627152976,8.182384365174212,AI103245,False,39.978022863601,-75.17344342150166,19121,39.884408802338335,-75.11669176100732
"Philadelphia, PA",3,08093,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,1,1,1,0,1,1.0,0.8358331834747132,4.0,23.771544298134607,12.185517810179086,8.724631895359849,AI103245,False,39.978022863601,-75.17344342150166,19121,39.873819967888,-75.129202973741
"Philadelphia, PA",3,08103,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,1,1,0,1,0,0.0,0.13613922433700157,4.0,20.684985443578444,5.877441841597116,3.7956932722740553,AI103245,False,39.978022863601,-75.17344342150166,19121,39.940338319492,-75.125088682604
"Philadelphia, PA",3,08105,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,1,1,1,0,0,1.0,0.8359819785257341,4.0,22.270879717566345,8.395279523246227,7.544795466377214,AI103245,False,39.978022863601,-75.17344342150166,19121,39.952293960699,-75.080831167488
"Philadelphia, PA",3,19004,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,1,1,1,0,0,1.0,0.8361925669361057,4.0,20.147001494772436,6.794455341120406,9.303132454695676,AI105077,False,39.978022863601,-75.17344342150166,19121,40.018817061716,-75.232827647039
"Philadelphia, PA",3,19012,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,3,3,0,3,0,0.0,0.14593602722725357,4.536118125006463,21.43960979666218,10.130639604487062,2.0330353119977826,AI105077,False,39.978022863601,-75.17344342150166,19121,40.05604581382867,-75.11201997563934
"Philadelphia, PA",3,19013,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,3,3,1,2,0,0.3333333333333333,0.38743144403207935,5.453891479594749,23.230654553461545,20.028238821303194,9.27343324255667,AI102342,False,39.978022863601,-75.17344342150166,19121,39.86104809642,-75.352028375106
"Philadelphia, PA",3,19014,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,13,13,8,5,0,0.6153846153846154,0.621744523950779,6.779245961224675,24.906022404680375,25.51786783577142,6.098184383436054,AI102342,True,39.978022863601,-75.17344342150166,19121,39.869468832110684,-75.43708873012477
"Philadelphia, PA",3,19015,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,3,3,0,3,0,0.0,0.14161075390668804,4.08845938515014,24.03625598535407,22.841942231052805,7.7062363818477015,AI102342,False,39.978022863601,-75.17344342150166,19121,39.858792708258996,-75.39155121172267
"Philadelphia, PA",3,19018,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,2,2,0,2,0,0.0,0.1750120773483938,8.0,20.42835580792833,12.004240942278276,10.591498051592708,AI102342,False,39.978022863601,-75.17344342150166,19121,39.9313176662355,-75.3004152847885
