subsidiary_name,strategic_city_name,plan_id,region_id,region_seq,region_name,new_region_name,area_type,required_center_type
LGEAI,"Philadelphia, PA",legacy_5eb9a83988b0_v1,philadelphia_pa_r01,1,DMS Region 1,DMS Region 1,DMS_CORE,
LGEAI,"Philadelphia, PA",legacy_5eb9a83988b0_v1,philadelphia_pa_r02,2,Overlap Region 1,Overlap Region 1,OVERLAP,
LGEAI,"Philadelphia, PA",legacy_5eb9a83988b0_v1,philadelphia_pa_r03,3,DMS2 Region 1,DMS2 Region 1,DMS2_EXCLUSIVE,
