size,requests,success,failed,success_rate,scenario_elapsed_sec,throughput_rps,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_max_ms,response_bytes_avg,errors
1000,1,1,0,1.0,1.5712737999856472,0.6364263185761352,1560.1572000887245,1560.1572000887245,1560.1572000887245,1560.1572000887245,221385,{}
