POSTAL_CODE,STRATEGIC_CITY_NAME,region_id,region_seq,AREA_NAME,new_region_name,area_type
31201,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31202,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31203,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31204,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31205,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31206,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31207,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31208,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31209,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31210,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31211,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31213,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31216,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31217,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31220,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31221,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31294,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31295,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31296,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
31297,Atlanta_6area,atlanta_6area_r06,6,ATL Outer Area,Atlanta_6area ATL Outer Area,DMS
