size,request_id,ok,status,elapsed_ms,response_bytes,osrm_code,error
300,95,True,200,2689.4783000461757,66256,Ok,
300,85,True,200,2706.6943999379873,66256,Ok,
300,97,True,200,2769.4341000169516,66256,Ok,
300,98,True,200,2778.79700018093,66256,Ok,
300,100,True,200,2778.5757000092417,66256,Ok,
300,90,True,200,2796.379999956116,66256,Ok,
400,8,True,200,843.9623001031578,88364,Ok,
400,13,True,200,841.8757000472397,88364,Ok,
400,3,True,200,1205.056699924171,88364,Ok,
400,21,True,200,1195.2635999768972,88364,Ok,
400,22,True,200,1200.8001999929547,88364,Ok,
400,17,True,200,1204.771500080824,88364,Ok,
400,9,True,200,1213.1183999590576,88364,Ok,
400,19,True,200,1207.1471000090241,88364,Ok,
400,11,True,200,1214.0554001089185,88364,Ok,
400,5,True,200,1221.3995000347495,88364,Ok,
400,2,True,200,1227.775099920109,88364,Ok,
400,12,True,200,1222.384399967268,88364,Ok,
400,6,True,200,1227.517900057137,88364,Ok,
400,10,True,200,1225.9647999890149,88364,Ok,
400,4,True,200,1234.5106999855489,88364,Ok,
400,7,True,200,1239.9778999388218,88364,Ok,
400,23,True,200,1326.2452001217753,88364,Ok,
400,15,True,200,1333.0339998938143,88364,Ok,
400,18,True,200,1332.123199943453,88364,Ok,
400,1,True,200,1358.5165000986308,88364,Ok,
400,26,True,200,1425.4314999561757,88364,Ok,
400,24,True,200,1429.1136001702398,88364,Ok,
400,16,True,200,1458.8802000507712,88364,Ok,
400,14,True,200,1464.4329999573529,88364,Ok,
400,32,True,200,1521.053200121969,88364,Ok,
400,35,True,200,1520.9095999598503,88364,Ok,
400,31,True,200,1535.815800074488,88364,Ok,
400,25,True,200,1550.1564000733197,88364,Ok,
400,36,True,200,1636.1737998668104,88364,Ok,
400,37,True,200,1648.1272999662906,88364,Ok,
400,27,True,200,1663.0273999180645,88364,Ok,
400,20,True,200,1672.669199993834,88364,Ok,
400,46,True,200,1741.1259000655264,88364,Ok,
400,34,True,200,1778.613300062716,88364,Ok,
400,28,True,200,1786.2871999386698,88364,Ok,
400,29,True,200,1791.4754999801517,88364,Ok,
400,41,True,200,1867.104999953881,88364,Ok,
400,45,True,200,1885.4085998609662,88364,Ok,
400,33,True,200,1893.8386999070644,88364,Ok,
400,30,True,200,1899.615100119263,88364,Ok,
400,54,True,200,1971.7588999774307,88364,Ok,
400,48,True,200,1983.8932000566274,88364,Ok,
400,42,True,200,1991.9376999605447,88364,Ok,
400,38,True,200,2016.3857999723405,88364,Ok,
400,52,True,200,2096.2649998255074,88364,Ok,
400,43,True,200,2105.3275000303984,88364,Ok,
400,40,True,200,2116.9883001130074,88364,Ok,
400,39,True,200,2127.6819000486284,88364,Ok,
400,50,True,200,2209.6317000687122,88364,Ok,
400,44,True,200,2214.052699971944,88364,Ok,
400,58,True,200,2219.1259001847357,88364,Ok,
400,77,True,200,2276.073700049892,88364,Ok,
400,62,True,200,2305.436700116843,88364,Ok,
400,51,True,200,2327.3409998510033,88364,Ok,
400,60,True,200,2329.6708001289517,88364,Ok,
400,55,True,200,2429.7759998589754,88364,Ok,
400,59,True,200,2431.125700008124,88364,Ok,
400,49,True,200,2439.7779998835176,88364,Ok,
400,47,True,200,2452.1242999471724,88364,Ok,
400,53,True,200,2450.5116001237184,88364,Ok,
400,69,True,200,2533.7036999408156,88364,Ok,
400,66,True,200,2538.662999868393,88364,Ok,
400,67,True,200,2543.512900127098,88364,Ok,
400,57,True,200,2552.03519994393,88364,Ok,
400,64,True,200,2642.6674998365343,88364,Ok,
400,61,True,200,2658.3628999069333,88364,Ok,
400,68,True,200,2655.5621000006795,88364,Ok,
400,63,True,200,2668.4325998649,88364,Ok,
400,79,True,200,2734.906000085175,88364,Ok,
400,71,True,200,2751.9016000442207,88364,Ok,
400,72,True,200,2765.97600011155,88364,Ok,
400,56,True,200,2809.2177999205887,88364,Ok,
400,94,True,200,2854.7918000258505,88364,Ok,
400,85,True,200,2865.6293998938054,88364,Ok,
400,70,True,200,2878.4819999709725,88364,Ok,
400,65,True,200,2894.384700106457,88364,Ok,
400,82,True,200,2970.3812999650836,88364,Ok,
400,81,True,200,2972.572899889201,88364,Ok,
400,88,True,200,2970.926099922508,88364,Ok,
400,80,True,200,2987.629299983382,88364,Ok,
400,78,True,200,3099.682099884376,88364,Ok,
400,75,True,200,3102.663500001654,88364,Ok,
400,84,True,200,3098.051599925384,88364,Ok,
400,87,True,200,3107.9331999644637,88364,Ok,
400,90,True,200,3182.2645000647753,88364,Ok,
400,73,True,200,3225.665800040588,88364,Ok,
400,86,True,200,3219.9287000112236,88364,Ok,
400,74,True,200,3238.1460999604315,88364,Ok,
400,91,True,200,3304.780500009656,88364,Ok,
400,93,True,200,3304.7249999362975,88364,Ok,
400,98,True,200,3301.645099883899,88364,Ok,
400,76,True,200,3364.7354999557137,88364,Ok,
400,83,True,200,3447.9481000453234,88364,Ok,
400,96,True,200,3439.9925000034273,88364,Ok,
400,92,True,200,3452.9236000962555,88364,Ok,
400,89,True,200,3457.357599865645,88364,Ok,
400,99,True,200,3539.1077999956906,88364,Ok,
400,100,True,200,3545.038300100714,88364,Ok,
400,95,True,200,3572.7737999986857,88364,Ok,
400,97,True,200,3584.9852999672294,88364,Ok,
500,15,True,200,1137.1416000183672,110336,Ok,
500,3,True,200,1150.5594998598099,110336,Ok,
500,27,True,200,1529.003799892962,110336,Ok,
500,18,True,200,1539.1858001239598,110336,Ok,
500,5,True,200,1567.2835998702794,110336,Ok,
